date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:10:08	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:06%20GMT	https://tradingwaala.com/product?sub_cat_id=75	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product60a4.html	(from https://tradingwaala.com/)
14:10:08	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:07%20GMT	https://tradingwaala.com/product?sub_cat_id=76	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product893d.html	(from https://tradingwaala.com/)
14:10:09	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:08%20GMT	https://tradingwaala.com/product?sub_cat_id=77	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productb0d2.html	(from https://tradingwaala.com/)
14:10:10	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:08%20GMT	https://tradingwaala.com/product?sub_cat_id=78	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productb968.html	(from https://tradingwaala.com/)
14:10:12	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:10%20GMT	https://tradingwaala.com/product?sub_cat_id=79	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product06a2.html	(from https://tradingwaala.com/)
14:10:12	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:11%20GMT	https://tradingwaala.com/product?sub_cat_id=80	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/producta473.html	(from https://tradingwaala.com/)
14:10:14	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:12%20GMT	https://tradingwaala.com/product?sub_cat_id=81	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product2a52.html	(from https://tradingwaala.com/)
14:10:15	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:13%20GMT	https://tradingwaala.com/product?sub_cat_id=235	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product8422.html	(from https://tradingwaala.com/)
14:10:17	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:15%20GMT	https://tradingwaala.com/product?sub_cat_id=236	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productc951.html	(from https://tradingwaala.com/)
14:10:18	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:16%20GMT	https://tradingwaala.com/product?sub_cat_id=237	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product51d5.html	(from https://tradingwaala.com/)
14:10:18	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:17%20GMT	https://tradingwaala.com/product?sub_cat_id=238	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product2f9a.html	(from https://tradingwaala.com/)
14:10:19	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:18%20GMT	https://tradingwaala.com/product?sub_cat_id=239	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productf4eb.html	(from https://tradingwaala.com/)
14:10:20	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:18%20GMT	https://tradingwaala.com/product?sub_cat_id=240	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product1a9e.html	(from https://tradingwaala.com/)
14:10:22	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:20%20GMT	https://tradingwaala.com/product?sub_cat_id=241	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product5bbb.html	(from https://tradingwaala.com/)
14:10:23	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:21%20GMT	https://tradingwaala.com/product?sub_cat_id=242	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/producteb74.html	(from https://tradingwaala.com/)
14:10:24	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:22%20GMT	https://tradingwaala.com/product?sub_cat_id=243	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product82c8.html	(from https://tradingwaala.com/)
14:10:26	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:23%20GMT	https://tradingwaala.com/product?sub_cat_id=244	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productb84a.html	(from https://tradingwaala.com/)
14:10:26	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:25%20GMT	https://tradingwaala.com/product?sub_cat_id=245	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/producta6fb.html	(from https://tradingwaala.com/)
14:10:27	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:26%20GMT	https://tradingwaala.com/product?sub_cat_id=246	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product3d87.html	(from https://tradingwaala.com/)
14:10:28	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:26%20GMT	https://tradingwaala.com/product?sub_cat_id=247	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product3f27.html	(from https://tradingwaala.com/)
14:10:30	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:29%20GMT	https://tradingwaala.com/product?sub_cat_id=248	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product3a16.html	(from https://tradingwaala.com/)
14:10:31	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:29%20GMT	https://tradingwaala.com/product?sub_cat_id=163	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product0407.html	(from https://tradingwaala.com/)
14:10:32	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:30%20GMT	https://tradingwaala.com/product?sub_cat_id=164	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productad0e.html	(from https://tradingwaala.com/)
14:10:35	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:33%20GMT	https://tradingwaala.com/product?sub_cat_id=165	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productf53c.html	(from https://tradingwaala.com/)
14:10:41	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:34%20GMT	https://tradingwaala.com/product?sub_cat_id=166	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product8abb.html	(from https://tradingwaala.com/)
14:10:43	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:41%20GMT	https://tradingwaala.com/product?sub_cat_id=167	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productb4ef.html	(from https://tradingwaala.com/)
14:10:45	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:42%20GMT	https://tradingwaala.com/product?sub_cat_id=168	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product90a7.html	(from https://tradingwaala.com/)
14:10:46	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:44%20GMT	https://tradingwaala.com/product?sub_cat_id=169	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product9456.html	(from https://tradingwaala.com/)
14:10:48	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:46%20GMT	https://tradingwaala.com/product?sub_cat_id=170	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product90aa.html	(from https://tradingwaala.com/)
14:10:49	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:47%20GMT	https://tradingwaala.com/product?sub_cat_id=171	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productf5e2.html	(from https://tradingwaala.com/)
14:10:50	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:48%20GMT	https://tradingwaala.com/product?sub_cat_id=172	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product302d.html	(from https://tradingwaala.com/)
14:10:51	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:49%20GMT	https://tradingwaala.com/product?sub_cat_id=173	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product91cc.html	(from https://tradingwaala.com/)
14:10:52	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:50%20GMT	https://tradingwaala.com/product?sub_cat_id=174	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product3fe5.html	(from https://tradingwaala.com/)
14:10:52	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:51%20GMT	https://tradingwaala.com/product?sub_cat_id=175	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product1055.html	(from https://tradingwaala.com/)
14:10:54	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:53%20GMT	https://tradingwaala.com/product?sub_cat_id=176	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/producta535.html	(from https://tradingwaala.com/)
14:10:55	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:53%20GMT	https://tradingwaala.com/product?sub_cat_id=177	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product7bcd.html	(from https://tradingwaala.com/)
14:10:56	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:54%20GMT	https://tradingwaala.com/product?sub_cat_id=178	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/producteafd.html	(from https://tradingwaala.com/)
14:10:57	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:55%20GMT	https://tradingwaala.com/product?sub_cat_id=179	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product7e30.html	(from https://tradingwaala.com/)
14:10:58	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:56%20GMT	https://tradingwaala.com/product?sub_cat_id=130	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productba5b.html	(from https://tradingwaala.com/)
14:10:58	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:57%20GMT	https://tradingwaala.com/product?sub_cat_id=131	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productc52d.html	(from https://tradingwaala.com/)
14:10:59	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:58%20GMT	https://tradingwaala.com/product?sub_cat_id=132	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/producte7c2.html	(from https://tradingwaala.com/)
14:11:01	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:40:58%20GMT	https://tradingwaala.com/product?sub_cat_id=133	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product676c.html	(from https://tradingwaala.com/)
14:11:01	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:00%20GMT	https://tradingwaala.com/product?sub_cat_id=134	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product9943.html	(from https://tradingwaala.com/)
14:11:02	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:01%20GMT	https://tradingwaala.com/product?sub_cat_id=135	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product8dc9.html	(from https://tradingwaala.com/)
14:11:03	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:01%20GMT	https://tradingwaala.com/product?sub_cat_id=136	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/productcbcd.html	(from https://tradingwaala.com/)
14:11:04	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:02%20GMT	https://tradingwaala.com/product?sub_cat_id=137	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product9867.html	(from https://tradingwaala.com/)
14:11:05	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:03%20GMT	https://tradingwaala.com/product?sub_cat_id=138	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product2d88.html	(from https://tradingwaala.com/)
14:11:05	12733/12733	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:04%20GMT	https://tradingwaala.com/product?sub_cat_id=139	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/product2042.html	(from https://tradingwaala.com/)
14:11:06	22955/22955	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:04%20GMT	https://tradingwaala.com/category	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/category.html	(from https://tradingwaala.com/)
14:11:08	143194/143194	---M--	200	added ('OK')	image/webp	date:Thu,%2007%20Mar%202024%2005:34:32%20GMT	https://tradingwaala.com/super_admin/assets/paid_ads/Tradingwaala2.webp	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/paid_ads/Tradingwaala2.webp	(from https://tradingwaala.com/)
14:11:09	126428/126428	---M--	200	added ('OK')	image/webp	date:Thu,%2007%20Mar%202024%2005:33:14%20GMT	https://tradingwaala.com/super_admin/assets/paid_ads/Tradingwaala1.webp	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/paid_ads/Tradingwaala1.webp	(from https://tradingwaala.com/)
14:11:09	113408/113408	---M--	200	added ('OK')	image/webp	date:Thu,%2007%20Mar%202024%2005:34:38%20GMT	https://tradingwaala.com/super_admin/assets/paid_ads/Tradingwaala3.webp	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/paid_ads/Tradingwaala3.webp	(from https://tradingwaala.com/)
14:11:10	21234/21234	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:08%20GMT	https://tradingwaala.com/sub_category?cat_id=6	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category7341.html	(from https://tradingwaala.com/)
14:11:11	9801/9801	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2009:20:08%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Agriculture.png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Agriculture.png	(from https://tradingwaala.com/)
14:11:11	23745/23745	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:10%20GMT	https://tradingwaala.com/sub_category?cat_id=7	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category30d1.html	(from https://tradingwaala.com/)
14:11:12	10998/10998	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:18:42%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Apparel%20&%20Fas...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Apparel%20&%20Fas...png	(from https://tradingwaala.com/)
14:11:13	23069/23069	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:11%20GMT	https://tradingwaala.com/sub_category?cat_id=8	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category9edc.html	(from https://tradingwaala.com/)
14:11:14	16819/16819	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:20:14%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Auto%20&%20Automo...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Auto%20&%20Automo...png	(from https://tradingwaala.com/)
14:11:14	15053/15053	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:13%20GMT	https://tradingwaala.com/sub_category?cat_id=9	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category59a9.html	(from https://tradingwaala.com/)
14:11:15	9245/9245	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:21:32%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Ayurveda%20&%20He...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Ayurveda%20&%20He...png	(from https://tradingwaala.com/)
14:11:16	16421/16421	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:14%20GMT	https://tradingwaala.com/sub_category?cat_id=10	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category3023.html	(from https://tradingwaala.com/)
14:11:16	11142/11142	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:22:00%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Bags,%20Belts,%20...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Bags,%20Belts,%20...png	(from https://tradingwaala.com/)
14:11:18	24979/24979	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:16%20GMT	https://tradingwaala.com/sub_category?cat_id=11	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_categoryf535.html	(from https://tradingwaala.com/)
14:11:19	12077/12077	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:24:06%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Business%20&%20P...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Business%20&%20P...png	(from https://tradingwaala.com/)
14:11:21	21922/21922	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:19%20GMT	https://tradingwaala.com/sub_category?cat_id=13	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category5ede.html	(from https://tradingwaala.com/)
14:11:21	11550/11550	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:25:00%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Chemical...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Chemical...png	(from https://tradingwaala.com/)
14:11:22	16315/16315	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:21%20GMT	https://tradingwaala.com/sub_category?cat_id=14	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category8ea5.html	(from https://tradingwaala.com/)
14:11:23	8821/8821	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:25:54%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Computers%20and...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Computers%20and...png	(from https://tradingwaala.com/)
14:11:26	22955/22955	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:24%20GMT	https://tradingwaala.com/sub_category?cat_id=1	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category5211.html	(from https://tradingwaala.com/)
14:11:27	10674/10674	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Feb%202024%2011:45:18%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Construction...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Construction...png	(from https://tradingwaala.com/)
14:11:28	15359/15359	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:26%20GMT	https://tradingwaala.com/sub_category?cat_id=15	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category780b.html	(from https://tradingwaala.com/)
14:11:29	10509/10509	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:26:46%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Contractors%20&...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Contractors%20&...png	(from https://tradingwaala.com/)
14:11:30	33323/33323	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:28%20GMT	https://tradingwaala.com/sub_category?cat_id=2	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_categoryb0f3.html	(from https://tradingwaala.com/)
14:11:30	9180/9180	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Feb%202024%2012:10:28%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Electronics%20&...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Electronics%20&...png	(from https://tradingwaala.com/)
14:11:31	15656/15656	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:30%20GMT	https://tradingwaala.com/sub_category?cat_id=16	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category52c3.html	(from https://tradingwaala.com/)
14:11:32	13475/13475	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:27:20%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Energy%20&%20Power.png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Energy%20&%20Power.png	(from https://tradingwaala.com/)
14:11:33	14631/14631	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:31%20GMT	https://tradingwaala.com/sub_category?cat_id=17	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category4d5e.html	(from https://tradingwaala.com/)
14:11:34	14515/14515	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:28:50%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Environment...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Environment...png	(from https://tradingwaala.com/)
14:11:34	14844/14844	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:33%20GMT	https://tradingwaala.com/sub_category?cat_id=18	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category2923.html	(from https://tradingwaala.com/)
14:11:35	12168/12168	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Feb%202024%2010:29:20%20GMT	https://tradingwaala.com/super_admin/assets/category_image/Facility%20Mang...png	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/super_admin/assets/category_image/Facility%20Mang...png	(from https://tradingwaala.com/)
14:11:36	18825/18825	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20May%202024%2008:41:34%20GMT	https://tradingwaala.com/sub_category?cat_id=19	C:/Users/deepa/Desktop/anish_b2b/tradingwaala.com/sub_category4c6e.html	(from https://tradingwaala.com/)
